ID,Name,Platform,Year_of_Release,Genre,Publisher,Developer,Rating
487318699,MX vs. ATV: Alive,PS3,2011,Racing,THQ,THQ Digital Studio Phoenix,E
211032896,Hydro Thunder,PS,1999,Racing,Midway Games,,
630426964,NHL FaceOff '97,PS,1996,Sports,Sony Computer Entertainment,,
216176560,Thief (2014),XOne,2014,Action,Square Enix,,
233665114,The Walking Dead: Season One,PS4,2014,Adventure,Telltale Games,,
315383208,NBA Live 07,X360,2006,Sports,Electronic Arts,EA Sports,E
693826541,Brothers In Arms: Road to Hill 30,PS2,2005,Shooter,Ubisoft,Gearbox Software,M
367176436,The Legend of Spyro: Dawn of the Dragon,DS,2008,Platform,Vivendi Games,Etranges Libellules,E
388351940,Gremlins,2600,1983,Action,Atari,,
536898123,The Mark of Kri,PS2,2002,Action,Sony Computer Entertainment,SCEA,M
208856413,Need for Speed: Hot Pursuit,Wii,2010,Racing,Electronic Arts,Exient Entertainment,E10+
445041636,Jampack Winter 2003 (RP-M),PS2,2003,Misc,Sony Computer Entertainment,,
904792794,Rugrats: Castle Capers,GBA,2001,Action,THQ,,
279703297,Crash Nitro Kart,GBA,2003,Racing,Vivendi Games,Vicarious Visions,E
724131110,Crayola: Treasure Adventures,DS,2007,Puzzle,Ignition Entertainment,Crave,E
192291281,LEGO The Hobbit,PS3,2014,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
807826630,Silent Hill: Downpour,PS3,2012,Action,Konami Digital Entertainment,Vatra,M
395567838,Mega Man Star Force 3: Black Ace / Red Joker,DS,2008,Action,Capcom,,
154571246,WWE SmackDown vs. Raw 2011,Wii,2010,Fighting,THQ,Yuke's,T
983834855,Jak and Daxter: The Lost Frontier,PS2,2009,Platform,Sony Computer Entertainment,High Impact Games,E10+
147846381,Momotarou Dentetsu 11,PS2,2002,Misc,Hudson Soft,,
932113354,Disney Infinity 3.0,WiiU,2015,Action,Disney Interactive Studios,,
160726554,The Sims 3: Outdoor Living Stuff,PC,2011,Simulation,Electronic Arts,The Sims Studio,T
745336347,Star Wars: Demolition,PS,2000,Racing,Activision,"Luxoflux, Inc.",T
614469501,Bloody Roar II,PS,1999,Fighting,Virgin Interactive,,
372452545,Delta Force: Black Hawk Down,PS2,2005,Shooter,NovaLogic,Rebellion,T
632098577,The Princess and the Frog,Wii,2009,Platform,Disney Interactive Studios,Griptonite Games,E
813371828,Space Invaders,SNES,1994,Shooter,Taito,,
674062426,.hack//Outbreak Part 3,PS2,2002,Role-Playing,Atari,CyberConnect2,T
960603616,Mother 1+2,GBA,2003,Role-Playing,Nintendo,,
576007209,MX vs. ATV Untamed,PS3,2007,Racing,THQ,Rainbow Studios,E
771214968,Boom Blox Bash Party,Wii,2009,Puzzle,Electronic Arts,EA LA,E
986422938,Top Spin,XB,2003,Sports,Microsoft Game Studios,Pam Development,E
803468198,Brothers In Arms: D-Day,PSP,2006,Shooter,Ubisoft,Ubisoft Shanghai,M
171712620,Warhawk,PS,1995,Simulation,Sony Computer Entertainment,,
260902534,The Golden Compass,X360,2007,Action,Sega,Shiny Entertainment,E10+
211699685,Tomb Raider: Legend,PSP,2006,Action,Eidos Interactive,Buzz Monkey,T
377558455,Just Dance 2014,XOne,2013,Misc,Ubisoft,Ubisoft,E10+
481750154,Tales of Vesperia,PS3,2009,Role-Playing,Namco Bandai Games,Bandai Namco Games,
408060095,2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,2005,Platform,THQ,,
739301237,Dora The Explorer: Dora Saves the Snow Princess,DS,2008,Platform,Take-Two Interactive,,
325901779,Missile Command,PS,1999,Shooter,Atari,,
342007635,FIFA 15,3DS,2014,Sports,Electronic Arts,EA Sports,E
808444532,Jikkyou Powerful Pro Yakyuu 3,SNES,1996,Sports,Konami Digital Entertainment,,
491168855,Jikkyou Powerful Pro Yakyuu 12,PS2,2005,Sports,Konami Digital Entertainment,,
365709478,Enter the Matrix,GC,2003,Action,Atari,Shiny Entertainment,T
177706683,LEGO The Hobbit,X360,2014,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
505388223,NASCAR 2005: Chase for the Cup,XB,2004,Racing,Electronic Arts,EA Tiburon,E
345710039,J-League Excite Stage '95,SNES,1995,Sports,Epoch,,
554991414,Vin Diesel: Wheelman,X360,2009,Racing,Ubisoft,,
352977603,NHL 15,X360,2014,Sports,Electronic Arts,EA Sports,E10+
801571181,Phantasy Star Online Episode I & II,GC,2002,Role-Playing,Infogrames,,
670472096,PlayStation All-Stars Battle Royale,PSV,2012,Action,Sony Computer Entertainment,Bluepoint Games,T
487191244,The Powerpuff Girls: Relish Rampage,PS2,2002,Action,BAM! Entertainment,VIS Entertainment,E
819123868,Bleach: The Blade of Fate,DS,2006,Fighting,Sega,Treasure,T
170652762,American Girl: Kit Mystery Challenge!,DS,2008,Adventure,THQ,Webfoot Technologies,E
749062169,Country Dance 2,Wii,2011,Misc,GameMill Entertainment,High Voltage Software,E10+
864512797,The Chronicles of Riddick: Escape from Butcher Bay,XB,N/A,Shooter,Vivendi Games,Starbreeze,M
656458148,NFL Head Coach,PS2,2006,Sports,Electronic Arts,EA Tiburon,E
684407517,Ghostbusters,2600,1985,Puzzle,Activision,,
220776785,Nickelodeon Team Umizoomi,DS,2011,Action,Take-Two Interactive,Black Lantern Studios,EC
506726039,NCAA Gamebreaker 99,PS,1998,Sports,989 Studios,,
931830983,Tomb Raider: Underworld,Wii,2008,Action,Eidos Interactive,Crystal Dynamics,T
256810220,Area 51,PS2,2005,Shooter,Midway Games,Midway Studios - Austin,M
790006791,World Stadium 2,PS,1998,Sports,Namco Bandai Games,,
523585302,NHL 2005,PS2,2004,Sports,Electronic Arts,EA Sports,E
839454424,The New York Times Crosswords,DS,2007,Puzzle,Majesco Entertainment,BudCat,T
228521072,Karaoke Revolution Presents American Idol Encore,Wii,2008,Misc,Konami Digital Entertainment,Blitz Games,E
369817587,Barbie as The Island Princess,Wii,2007,Adventure,Activision,"Human Soft, Ivolgamus",E
406791272,Lego Batman 3: Beyond Gotham,3DS,2014,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
131429472,iCarly,Wii,2009,Adventure,Activision,Blitz Games,E
364178708,Star Wars Jedi Knight: Jedi Academy,XB,2003,Shooter,Activision,Vicarious Visions,T
925066064,Phoenix,2600,1981,Simulation,Atari,,
733882147,Dynasty Warriors: Strikeforce,PSP,2009,Action,Ubisoft Annecy,Omega Force,T
345109701,Brain Challenge,DS,2008,Misc,Ubisoft,Ubisoft,E
652457127,Command & Conquer: Red Alert 3,X360,2008,Strategy,Electronic Arts,,
622232636,Enemy Territory: Quake Wars,X360,2008,Shooter,Activision,Nerve Software,T
588833855,Major League Baseball 2K11,X360,2011,Sports,Take-Two Interactive,Visual Concepts,E
915775426,Harvest Moon DS (US sales),DS,2005,Simulation,Rising Star Games,,
289444754,Apocalypse,PS,1998,Action,Activision,,
181937268,ATV Offroad Fury Pro,PSP,2006,Racing,Sony Computer Entertainment,"Climax Group, Climax Studios",E
812064368,Burnout Dominator,PSP,2007,Racing,Electronic Arts,Criterion Games,E10+
840442526,Yu-Gi-Oh! Destiny Board Traveler,GBA,2004,Misc,Konami Digital Entertainment,,
427053794,God Eater 2,PSV,2013,Role-Playing,Namco Bandai Games,,
701970406,Scooby-Doo! and the Spooky Swamp,Wii,2010,Action,Warner Bros. Interactive Entertainment,,
343122150,Crash of the Titans,Wii,2007,Action,Vivendi Games,Radical Entertainment,E10+
236590021,World Soccer Winning Eleven 5 Final Evolution,PS2,2001,Sports,Konami Digital Entertainment,,
612540888,Red Faction: Armageddon,PS3,2011,Shooter,THQ,Volition Inc.,M
798010209,Sphinx and the Cursed Mummy,PS2,2003,Action,THQ,,
873048356,Fatal Fury 2,SNES,1993,Fighting,Takara,,
174005770,Rampage World Tour,N64,1998,Action,GT Interactive,,
780326841,Pokemon Puzzle League,N64,2000,Puzzle,Nintendo,,
207840317,PES 2009: Pro Evolution Soccer,Wii,2009,Sports,Konami Digital Entertainment,,
987182556,Despicable Me: The Game - Minion Mayhem,DS,2010,Puzzle,D3Publisher,,
775244926,Lego Batman 3: Beyond Gotham,WiiU,2014,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
370897028,Tekken Advance,GBA,2001,Fighting,Infogrames,Eighting/Raizing,T
672078988,Shin Megami Tensei: Persona 3,PS2,2006,Role-Playing,Tecmo Koei,Atlus Co.,M
212505668,Persona,PS,1995,Role-Playing,Atlus,,
956076611,Hot Wheels: Stunt Track Challenge,GBA,2004,Racing,THQ,Climax Group,E
604058172,My Fashion Studio,DS,2007,Misc,Ubisoft,505 Games,E
530016894,Maze Craze: A Game of Cops 'n Robbers,2600,N/A,Action,Atari,,
365150878,Mobile Suit Gundam,PS,1995,Action,Namco Bandai Games,,
304827189,TNA iMPACT!,X360,2008,Fighting,Midway Games,,
406473290,Pirates of the Caribbean: At World's End,Wii,2007,Action,Disney Interactive Studios,Eurocom Entertainment Software,T
457972897,Bee Movie Game,DS,2007,Action,Activision,Vicarious Visions,E
299427240,Sega Rally Revo,X360,2007,Racing,Sega,SEGA Racing Studio,E
554303448,SingStar Take That,PS2,2009,Misc,Sony Computer Entertainment,,
440677941,Final Fantasy Collection,PS,1999,Role-Playing,Square,,
617134915,Disney Sing It! High School Musical 3: Senior Year,PS2,2008,Misc,Disney Interactive Studios,,
730608992,Samurai Warriors: Xtreme Legends,PS2,2004,Action,Tecmo Koei,Omega Force,T
930275252,LEGO Rock Band,DS,2009,Misc,Warner Bros. Interactive Entertainment,Backbone Entertainment,E
482321074,NHL FaceOff,PS,1994,Sports,Sony Computer Entertainment,,
717765660,WWE WrestleMania 21,XB,2005,Fighting,THQ,Studio Gigante,T
895222971,NBA Live 2005,GC,2004,Sports,Electronic Arts,EA Canada,E
872806957,F.E.A.R. 3,PS3,2011,Shooter,Warner Bros. Interactive Entertainment,Day 1 Studios,M
692244021,Defender II,2600,1987,Shooter,Atari,,
247196500,WWE Day of Reckoning,GC,2004,Fighting,THQ,Yuke's,T
760088576,NBA Live 10,X360,2009,Sports,Electronic Arts,EA Canada,E
292138998,ATV Quad Power Racing 2,XB,2003,Racing,Acclaim Entertainment,Climax Group,E
152705498,Harry Potter and the Deathly Hallows - Part 1,X360,2010,Action,Electronic Arts,EA Bright Light,T
463591890,Walt Disney World Quest: Magical Racing Tour,PS,2000,Racing,Eidos Interactive,,
633691793,Pro Evolution Soccer 2017,PS4,2016,Sports,Konami Digital Entertainment,Konami,E
563120471,Sled Storm,PS2,2002,Racing,Electronic Arts,Electronic Arts,T
919444379,Vandal Hearts,PS,1996,Role-Playing,Konami Digital Entertainment,,
726747397,Dead or Alive: Dimensions,3DS,2011,Fighting,Ubisoft Annecy,Team Ninja,T
201974479,Disney Infinity 3.0,PS3,2015,Action,Disney Interactive Studios,,
971451059,We Sing Encore,Wii,2010,Misc,Nordic Games,,
757337633,Wolfenstein: The New Order,PC,2014,Shooter,Bethesda Softworks,MachineGames,M
609470103,Deadpool,PS3,2013,Action,Activision,High Moon Studios,M
621217299,Jawbreaker,2600,1981,Action,Tigervision,,
184642453,Scooby-Doo! Mystery Mayhem,PS2,2004,Action,THQ,,
651102562,Watch Dogs,PC,2014,Action,Ubisoft,Ubisoft Montreal,M
142270564,Mario Golf: Advance Tour,GBA,2004,Sports,Nintendo,Camelot Software Planning,E
171880973,Celebrity Sports Showdown,Wii,2008,Sports,Electronic Arts,EA Canada,E
834437510,F.E.A.R. 3,X360,2011,Shooter,Warner Bros. Interactive Entertainment,Day 1 Studios,M
228806943,Disney Guilty Party,Wii,2010,Misc,Disney Interactive Studios,Wideload Games Inc.,E
463443912,Silent Hill: Homecoming,X360,N/A,Action,Konami Digital Entertainment,Double Helix Games,M
706387450,Yu-Gi-Oh! Capsule Monster Coliseum,PS2,2004,Misc,Konami Digital Entertainment,,
560763471,"Warhammer 40,000: Space Marine",PS3,2011,Shooter,THQ,Relic,M
969284714,Discovery Kids: Kitten Corner,DS,2009,Simulation,505 Games,505 Games,E
979944588,Rock Band Country Track Pack,Wii,2009,Misc,MTV Games,Harmonix Music Systems,E10+
760176152,Major League Baseball 2K6,PS2,2006,Sports,Spike,Kush Games,E
273652340,Brunswick Pro Bowling,X360,2010,Sports,505 Games,"Farsight Studios, Crave",E
547088195,Jampack Volume 13 (RP-M),PS2,2005,Misc,Sony Computer Entertainment,,
868577546,World Soccer Winning Eleven 9,XB,2005,Sports,Konami Digital Entertainment,KCET,E
231304661,NBA Live 2000,N64,1999,Sports,Electronic Arts,,
777543703,Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004,Action,Konami Digital Entertainment,KCE Studios,T
867860996,"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,2005,Misc,THQ,,
932425429,The Thing,PS2,2002,Adventure,Vivendi Games,Computer Artworks,M
793753636,Van Helsing,PS2,2004,Action,Activision,Saffire,T
442683744,Mario Tennis Ultra Smash,WiiU,2015,Sports,Nintendo,"Nintendo, Camelot Software Planning",E
718011984,Virtua Tennis 4,PS3,2011,Sports,Sega,Sega,E
157170795,X-Men Legends II: Rise of Apocalypse,XB,2005,Role-Playing,Activision,Raven Software,T
135934070,Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012,Fighting,Namco Bandai Games,"CyberConnect2, Racjin",T
141423845,Wolfenstein: The New Order,PS3,2014,Shooter,Bethesda Softworks,MachineGames,M
807846821,Skylanders: Trap Team,PS4,2014,Action,Activision,Toys for Bob,E10+
561236290,Worms: Open Warfare 2,PSP,2007,Strategy,THQ,"Team 17, Two Tribes",E10+
254973208,Transformers: Revenge of the Fallen (Wii & PS2 Version),DS,2009,Action,Activision,,
987071748,Spawn: Armageddon,PS2,2003,Action,Electronic Arts,Point of View,M
487917227,The Godfather (US sales),XB,2006,Action,Electronic Arts,,
763308507,Sid Meier's Civilization Revolution,DS,2008,Strategy,Take-Two Interactive,Firaxis Games,E10+
155643631,World Stadium EX,PS,1996,Sports,Namco Bandai Games,,
261621565,Tiger Woods PGA Tour 2003,XB,2002,Sports,Electronic Arts,EA Sports,E
384959886,Battlefield 2: Modern Combat,PS2,2005,Shooter,Electronic Arts,Digital Illusions,T
402995959,50 Cent: Bulletproof,XB,2005,Action,Vivendi Games,Genuine Games,M
961235622,Densetsu no Stafi 2,GBA,2003,Platform,Nintendo,,
197252545,Independence Day,PS,1997,Shooter,Fox Interactive,,
419204538,Tony Hawk's Proving Ground,PS3,2007,Sports,Activision,Neversoft Entertainment,T
709995625,Chocobo Racing,PS,1999,Racing,SquareSoft,,
151390613,Disney Infinity 2.0: Marvel Super Heroes,XOne,2014,Action,Disney Interactive Studios,,
197495355,LEGO Star Wars II: The Original Trilogy,XB,2006,Action,LucasArts,Traveller's Tales,E10+
504421683,Viking: Battle for Asgard,X360,2008,Action,Sega,Creative Assembly,M
267741612,Petz: Catz 2,Wii,2007,Simulation,Ubisoft,Ubisoft,E
272797583,Dragon Quest Heroes: Rocket Slime,DS,2005,Action,Square Enix,"Square Enix, TOSE",E
518219974,Gundam SEED: Federation vs. Z.A.F.T.,PS2,2005,Shooter,Namco Bandai Games,,
562401285,Ms. Pac-Man Maze Madness,PS,2000,Puzzle,Namco Bandai Games,,
596131999,Blood Omen: Legacy of Kain,PS,1996,Role-Playing,Crystal Dynamics,,
815457756,Super Bomberman 4,SNES,1996,Puzzle,Hudson Soft,,
367442278,Fable,X360,2014,Role-Playing,Microsoft Game Studios,,
773933471,Family Fest Presents Circus Games,Wii,2008,Misc,Ubisoft,Kuju Entertainment,E
896098171,Dance Dance Revolution: Hottest Party 3,Wii,2009,Simulation,Konami Digital Entertainment,Konami,E10+
312366059,Bomberman II,NES,1991,Puzzle,Hudson Soft,,
373474433,Duke Nukem 64,N64,1997,Shooter,GT Interactive,,
572014725,Transformers: Dark of the Moon - Autobots/Decepticons,DS,2011,Action,Activision,,
770864479,The Urbz: Sims in the City (all regions sales),DS,2004,Simulation,Electronic Arts,,
896643572,"SpongeBob SquarePants: Lights, Camera, Pants!",GC,2005,Misc,THQ,,
907212831,Super Robot Taisen OG: Original Generations,PS2,2007,Strategy,Banpresto,,
293838353,G-Force,Wii,2009,Action,Disney Interactive Studios,Eurocom Entertainment Software,E10+
441591564,Army Men World War: Final Front,PS,2001,Action,3DO,,
852609713,Transformers: Fall of Cybertron,X360,2012,Action,Activision,High Moon Studios,T
362757438,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010,Shooter,Sony Computer Entertainment,Slant Six,T
471603020,MX Unleashed,XB,2004,Racing,THQ,Rainbow Studios,E
957860403,Puppy Luv: Spa and Resort,DS,2007,Simulation,Activision,Humagade,E
820242862,Jikkyou Powerful Pro Yakyuu 9,PS2,2002,Sports,Konami Digital Entertainment,,
803764383,Grind Session,PS,2000,Sports,Sony Computer Entertainment,,
809794600,Naruto: Gekito Ninja Taisen! 3,GC,2004,Fighting,Tomy Corporation,,
232327276,Madden NFL 12,Wii,2011,Sports,Electronic Arts,EA Tiburon,E
329362392,Wario World,GC,2003,Platform,Nintendo,Treasure,E
193583085,DmC: Devil May Cry,X360,2013,Action,Capcom,Ninja Theory,M
192193188,Scooby-Doo! Mystery Mayhem,GBA,2003,Action,THQ,Artificial Mind and Movement,E
718591821,Super Breakout,2600,N/A,Puzzle,Atari,,
449503628,FIFA Soccer 13,PSV,2012,Action,Electronic Arts,Electronic Arts,E
581012558,The Legend of Spyro: Dawn of the Dragon,PS3,2008,Platform,Vivendi Games,Etranges Libellules,E10+
293038835,Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,PS2,2003,Misc,Namco Bandai Games,,
396525754,Samurai Warriors 3,Wii,2009,Action,Nintendo,Omega Force,T
179371298,Ben 10 Alien Force: Vilgax Attacks,Wii,2009,Action,D3Publisher,Papaya Studios,E10+
463416251,TimeSplitters 2,GC,2002,Shooter,Eidos Interactive,Free Radical Design,T
329893891,Battlebots: Design & Destroy,GBA,2003,Action,Majesco Entertainment,,
141797587,Robert Ludlum's The Bourne Conspiracy,X360,N/A,Action,Vivendi Games,High Moon Studios,T
143273307,Eternal Darkness: Sanity's Requiem,GC,2002,Adventure,Nintendo,Silicon Knights,M
218884510,Food Network: Cook or Be Cooked,Wii,2009,Misc,Namco Bandai Games,Red Fly Studio,E
568352982,Power Rangers: S.P.D.,GBA,2004,Action,THQ,Natsume,E10+
948053017,Naruto: Ultimate Ninja 3,PS2,2005,Fighting,Atari,CyberConnect2,T
145967648,The Darkness,X360,2007,Shooter,Take-Two Interactive,Starbreeze,M
518505657,Thrillville: Off the Rails,Wii,2007,Strategy,LucasArts,Frontier Developments,E10+
883326048,Jump Start Pet Rescue,Wii,2009,Misc,Knowledge Adventure,,
977746269,SingStar Motown,PS2,2009,Misc,Sony Computer Entertainment,,
334535400,Child of Eden,X360,2011,Shooter,Ubisoft,Q Entertainment,E10+
568011705,Neon Genesis Evangelion,SAT,1996,Adventure,Sega,,
198061500,Mobile Suit Gundam: One Year War,PS2,2005,Action,Namco Bandai Games,,
949766328,Spider-Man: Shattered Dimensions,PS3,2010,Action,Activision,Beenox,T
567993598,Tongari Boushi to Mahou no Otana,DS,2010,Simulation,Konami Digital Entertainment,,
869630178,NFL Blitz 20-03,PS2,2002,Sports,Midway Games,Point of View,E
557158759,SpongeBob's Atlantis SquarePantis,PS2,2007,Action,THQ,THQ,E
208926943,Eternal Sonata,PS3,2008,Role-Playing,Atari,Tri-Crescendo,T
750934101,SingStar Queen,PS3,2009,Misc,Sony Computer Entertainment,,
214285029,Karaoke Revolution,Wii,2009,Misc,Konami Digital Entertainment,Blitz Games Studios,T
863789002,Star Wars: Jedi Starfighter,XB,2002,Simulation,Activision,Secret Level,T
248940238,Walk it Out!,Wii,2010,Sports,Konami Digital Entertainment,,
704053858,Classic NES Series: Metroid,GBA,2004,Adventure,Nintendo,Nintendo,E
199387726,Nicktoons: Attack of the Toybots,Wii,2007,Platform,THQ,Blue Tongue Entertainment,E
471125802,Primal,PS2,2003,Action,Sony Computer Entertainment,SCEE,M
570531944,Need for Speed: Shift 2 Unleashed,X360,2011,Racing,Electronic Arts,,
153315948,Yu-Gi-Oh! 5D's Tag Force 4,PSP,2009,Strategy,Konami Digital Entertainment,,
675882856,Ninja Gaiden 3,PS3,2012,Action,Tecmo Koei,Team Ninja,M
178218838,Band Hero,DS,2009,Misc,Activision,Vicarious Visions,E10+
608440357,Need for Speed Underground 2,GBA,2004,Racing,Electronic Arts,Pocketeers,E
461449874,Madden NFL 2002,N64,2001,Sports,Electronic Arts,,
808787479,007: Quantum of Solace,PS2,2008,Action,Activision,,
884848256,Master of Illusion,DS,2006,Puzzle,Nintendo,Tenyo,E
514159186,Spec Ops: Covert Assault,PS,2001,Shooter,Take-Two Interactive,Runecraft,T
162842127,SSX Tricky,XB,2001,Sports,Electronic Arts,EA Sports Big,E
354797456,Flight Control Rocket,GBA,2005,Simulation,THQ,,
541088247,Tetris Axis,3DS,2011,Puzzle,Tetris Online,Hudson Soft,E
336137947,Borderlands: The Handsome Collection,XOne,2015,Shooter,Take-Two Interactive,Gearbox Software,M
964051676,Sleeping Dogs,PS4,2014,Action,Square Enix,,
202293490,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005,Action,Disney Interactive Studios,Traveller's Tales,T
253505030,NiGHTS into dreams...,SAT,1996,Platform,Sega,,
577783379,Star Wars The Clone Wars: Republic Heroes,PS3,2009,Action,LucasArts,"LucasArts, Krome Studios",T
863277686,NCAA Football 2004,XB,2003,Sports,Electronic Arts,EA Sports,E
564155030,Bionicle,PS2,2003,Action,Electronic Arts,Argonaut Games,E
422742673,Hyrule Warriors,3DS,2016,Action,Nintendo,,
231150061,DanceStar Party,PS3,2011,Misc,Sony Computer Entertainment,,
320538394,Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Fighting,Namco Bandai Games,CyberConnect2,T
499819342,Naughty Bear,PS3,2010,Action,505 Games,Artificial Mind and Movement,T
545692357,MLB 2002,PS,2001,Sports,Sony Computer Entertainment,989 Sports,E
939239094,Deadpool,X360,2013,Action,Activision,High Moon Studios,M
291448323,Lego Batman 3: Beyond Gotham,XOne,2014,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
879780809,MLB 14: The Show,PS3,2014,Sports,Sony Computer Entertainment America,SCEA San Diego Studios,E
380398809,Devil May Cry HD Collection,X360,2012,Action,Capcom,"Capcom, Pipeworks Software, Inc.",M
959488245,Hyperdimension Neptunia,PS3,2010,Role-Playing,Tecmo Koei,"Idea Factory, Compile Heart",T
753850398,TimeSplitters,PS2,2000,Shooter,Eidos Interactive,Free Radical Design,T
528002763,Barnstorming,2600,1981,Action,Activision,,
543867582,InuYasha: The Secret of the Cursed Mask,PS2,2004,Role-Playing,Namco Bandai Games,Kamui,T
563768324,The Powerpuff Girls: Him and Seek,GBA,2002,Platform,BAM! Entertainment,,
785285113,Mega Man Zero 2,GBA,2003,Platform,Capcom,Inti,E
686759067,My Spanish Coach,DS,2007,Misc,Ubisoft,"Ubisoft, Sensory Sweep",E
707828294,Wonder Project J: Kikai no Shonen Pino,SNES,1994,Simulation,Enix Corporation,,
350108831,Payday 2,PS3,2013,Shooter,505 Games,Overkill Software,M
193165846,WWE 2K16,X360,2015,Sports,Take-Two Interactive,Yuke's,T
527227006,Dragon Ball Z: Shin Budokai - Another Road,PSP,2007,Fighting,Atari,,
775438451,The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,,
232518305,Mass Effect Trilogy,PS3,2012,Action,Electronic Arts,BioWare,M
217901013,Ghostbusters: The Video Game,PS2,2009,Action,Atari,War Drum Studios,E10+
712383640,Hunter: The Reckoning  Wayward,PS2,2003,Action,Interplay,High Voltage Software,M
676157042,Mischief Makers,N64,1997,Platform,Nintendo,,
296085766,WipEout 64,N64,1998,Racing,Midway Games,,
370220995,EyeToy: AntiGrav,PS2,2004,Sports,Sony Computer Entertainment,Harmonix Music Systems,E
424609077,Dora the Explorer: Dora Puppy,DS,2009,Misc,Take-Two Interactive,,
318739834,EverQuest Online Adventures,PS2,2003,Role-Playing,Sony Online Entertainment,Sony Online Entertainment,T
223765140,OkamiDen,DS,2010,Adventure,Capcom,Capcom,E10+
945817526,Cool Boarders,PS,1996,Sports,Sony Computer Entertainment,,
387296722,Hometown Story,3DS,2013,Role-Playing,Rising Star Games,TOYBOX,E10+
578360693,Just Dance 4,PS3,2012,Misc,Ubisoft,Ubisoft,E10+
295819906,Mobile Suit Gundam: Zeonic Front,PS2,2001,Simulation,Namco Bandai Games,Sunrise Interactive,T
831128260,Monopoly,PS2,2008,Misc,Electronic Arts,Electronic Arts,E
471795628,TouchMaster 3,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,Hijinx Studios,E
648186553,Dawn of Mana,PS2,2006,Role-Playing,Square Enix,Square Enix,T
715675940,Castlevania: Dawn of Sorrow,DS,2005,Platform,Konami Digital Entertainment,Konami,T
283365618,Max Payne 3,PC,2012,Shooter,Take-Two Interactive,Rockstar Studios,M
599878509,Barbie: Groom and Glam Pups,DS,2010,Action,THQ,Game Machine Studios,E
782039527,Tales of the World: Radiant Mythology,PSP,2006,Role-Playing,Ubisoft,Alfa System,T
456829585,Petz Bunnyz,DS,2008,Simulation,Ubisoft,Digital Kids,E
572403711,Alpha Protocol,PS3,2010,Role-Playing,Sega,Obsidian Entertainment,M
187550160,Wolfenstein: The Old Blood,PS4,2015,Action,Bethesda Softworks,MachineGames,
172587493,Deer Drive,DS,2010,Sports,Mastiff,Mastiff,T
728450649,Petz: Horsez 2,DS,2007,Simulation,Ubisoft,Virtual Toys,E
477029796,Rayman Legends,X360,2013,Platform,Ubisoft,Ubisoft Montpellier,E10+
618127196,Madden NFL 2003,GC,2002,Sports,Electronic Arts,EA Sports,E
516475597,Backyard Baseball,GBA,2002,Sports,Atari,,
726882287,Midway Arcade Treasures,XB,2003,Misc,Midway Games,Midway,T
951046670,Disney Sing It,X360,2008,Misc,Disney Interactive Studios,Zoe Mode,E
901640601,Remington Great American Bird Hunt,Wii,2009,Sports,Mastiff,Kouyousha,T
367233021,Microsoft Flight Simulator X,PC,2006,Simulation,Microsoft Game Studios,Microsoft Game Studios,E
671151605,Bakugan: Battle Brawlers,PS2,2009,Action,Activision,Now Production,E
649025886,NHL FaceOff 99,PS,1997,Sports,989 Studios,,
770859329,SEGA Classics Collection,PS2,2005,Misc,Sega,Sega,T
134270837,Crash: Mind Over Mutant,Wii,2008,Platform,Vivendi Games,Radical Entertainment,E10+
840481927,Naruto: Ninja Council 3,DS,2006,Action,D3Publisher,Aspect,E10+
724426066,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011,Strategy,Banpresto,,
586408893,Neon Genesis Evangelion 2nd Impression,SAT,1997,Role-Playing,Sega,,
669641295,NBA Street,GC,2002,Sports,Electronic Arts,EA Sports,E
539999334,Def Jam Icon,PS3,2007,Action,Electronic Arts,EA Chicago,M
245351553,2014 FIFA World Cup Brazil,X360,2014,Sports,Electronic Arts,EA Canada,E
230439828,The Legend of Spyro: The Eternal Night,PS2,2007,Platform,Vivendi Games,Krome Studios,E10+
875463045,Atelier Totori: The Adventurer of Arland,PS3,2010,Role-Playing,Nippon Ichi Software,Gust,T
338747682,Mega Man Battle Network,GBA,2001,Role-Playing,Capcom,Capcom,E
300699710,Juiced: Eliminator,PSP,2006,Racing,THQ,Juice Games,T
168235627,25 to Life,PS2,2006,Shooter,Eidos Interactive,"Ritual Entertainment, Avalanche Software",M
882337054,NHL 2K6,PS2,2005,Sports,Take-Two Interactive,2K Sports,E10+
201634956,Medal of Honor: Rising Sun,GC,2003,Shooter,Electronic Arts,EA LA,T
